rank_test_score,mean_test_score,std_test_score
1,-2.6629648654857445,0.20709336729634478
1,-2.6629648654857445,0.20709336729634478
3,-2.669092044810211,0.20888414355737517
4,-2.6704560590256925,0.20172717564295975
5,-2.6779674956817714,0.20370103286819707
6,-2.6785725961076543,0.20002069949452528
7,-2.771241235912694,0.18496905042413703
8,-2.780203687702399,0.18733557267553602
9,-3.0679012943665804,0.25262060670846503
10,-3.069402856592488,0.25135847902160985
